gene,category,n,mean,sd,sem,ci95_l,ci95_u,min,max,q25,q75,iqr
LHX9,tumour,13,0.539814731113522,0.595675378794464,0.165210624751913,0.216007856736411,0.863621605490634,0,1.83233158100739,0,0.949348028053421,0.949348028053421
LHX9,host,10,0.279014127107943,0.882320141024829,0.279014127107943,-0.267843513201506,0.825871767417392,0,2.79014127107943,0,0,0
LHX9,ht,8,0.963243908710341,1.13979002403354,0.402976627561447,0.173424232078495,1.75306358534219,0,2.88875757867308,0,1.85334870078267,1.85334870078267
LPGAT1,tumour,14,22.4108845666388,10.3893387415422,2.77666757471344,16.9687161231603,27.8530530101173,10.502162560341,42.524069007894,15.1447602913591,30.2326050592257,15.0878447678667
LPGAT1,host,6,27.5794337325181,25.8354668020608,10.5472851552772,6.9071346935008,48.2517327715353,2.14807233133875,60.7794823674731,5.67139795817091,46.1274917031907,40.4560937450197
LPGAT1,ht,8,0.103143636579283,0.291734259445808,0.103143636579283,-0.0990141763506,0.305301449509166,0,0.825149092634266,0,0,0
MYBPH,tumour,14,0.0156185297866776,0.0584391873468711,0.0156185297866776,-0.0149932260866766,0.0462302856600318,0,0.218659417013487,0,0,0
MYBPH,host,7,0.0787569791292921,0.208371380786811,0.0787569791292921,-0.0756038634952931,0.233117821753877,0,0.551298853905044,0,0,0
MYBPH,ht,8,0,0,0,0,0,0,0,0,0,0
NAV1,tumour,14,56.5591281531727,28.0944248239465,7.50855086926318,41.8426388733299,71.2756174330154,21.6745158692733,118.004123985074,33.7416322860842,77.5756690020365,43.8340367159523
NAV1,host,8,77.9208030120332,50.3908631012764,17.8158605043777,43.0023580698632,112.839247954203,0,174.156593706798,52.857203463833,94.9484558601625,42.0912523963295
NAV1,ht,4,63.819471954007,14.0950164203358,7.0475082101679,50.0066096813276,77.6323342266864,47.0123301953252,81.5136379431094,59.1646622073974,68.0307695854062,8.86610737800876
NHSL1,tumour,14,104.988074541063,50.4242878124816,13.4764577833133,78.5747026465939,131.401446435531,22.8055131896815,209.797126826794,82.4763279976456,126.705641858463,44.2293138608171
NHSL1,host,13,11.4463461758961,10.4884549251557,2.90897400254168,5.74486189895105,17.1478304528411,0,38.5692702554157,5.71283437359102,14.8003049869673,9.08747061337626
NHSL1,ht,6,47.6165364864689,30.0957928993949,12.2865560013324,23.5353292298229,71.6977437431149,8.51635023286217,98.3030189777128,37.8686791177672,56.4924601562181,18.6237810384509
NR5A2,tumour,14,0,0,0,0,0,0,0,0,0,0
NR5A2,host,10,5.03089712093177,6.86600937152552,2.17122280500819,0.775378620703688,9.28641562115985,0,22.9978257423597,1.42284346157478,5.14618533654377,3.72334187496899
NR5A2,ht,5,0,0,0,0,0,0,0,0,0,0
OR52D3,tumour,14,0,0,0,0,0,0,0,0,0,0
OR52D3,host,11,0.336806147327104,0.803729090219877,0.242333438668458,-0.138158664712819,0.811770959367028,0,2.50228173528961,0,0,0
OR52D3,ht,4,0,0,0,0,0,0,0,0,0,0
OR52H7,tumour,14,0,0,0,0,0,0,0,0,0,0
OR52H7,host,8,3.66341752829453,2.75845493736821,0.975261095905287,1.7519409047971,5.57489415179196,0,7.6832827694154,1.90590527818886,5.11756284662751,3.21165756843865
OR52H7,ht,8,0,0,0,0,0,0,0,0,0,0
OR52H9,tumour,7,0,0,0,0,0,0,0,0,0,0
OR52H9,host,11,3.35500802498397,3.99683347990984,1.20509063658104,0.993073779178689,5.71694227078924,0,12.5114086764481,0.522884090629359,5.71223176951564,5.18934767888628
OR52H9,ht,6,0,0,0,0,0,0,0,0,0,0
PERP,tumour,14,0.0434507664941948,0.162577881413994,0.0434507664941948,-0.0417111709350867,0.128612703923476,0,0.608310730918727,0,0,0
PERP,host,12,72.0422309253756,176.127084851636,50.8435099253381,-27.6092173758919,171.693679226643,0,616.621220908554,0,43.9446923246124,43.9446923246124
PERP,ht,5,0,0,0,0,0,0,0,0,0,0
PGR,tumour,14,0.0195994095266858,0.0733342754319313,0.0195994095266858,-0.0188147272638695,0.0580135463172411,0,0.274391733373601,0,0,0
PGR,host,4,16.2066685214689,18.5174789956995,9.25873949784975,-1.9401274365551,34.3534644794929,0,37.4027583799835,1.03257941769539,28.8860469567195,27.8534675390241
PGR,ht,2,0,0,0,0,0,0,0,0,0,0
PIGR,tumour,14,0.0368126549832992,0.101987955475033,0.0272574276403665,-0.0166109215030256,0.090236231469624,0,0.361094697334135,0,0,0
PIGR,host,10,12.482648499557,30.8001856931552,9.73987391465025,-6.60715358711868,31.5724505862326,0,99.6572448835585,0,6.02403520772828,6.02403520772828
PIGR,ht,3,0.811080974558302,1.40483345698746,0.811080974558302,-0.778608524121618,2.40077047323822,0,2.43324292367491,0,1.21662146183745,1.21662146183745
PLXNA2,tumour,14,0.0364856844400284,0.0848432577901273,0.0226753144448854,-0.00795711521006783,0.0809284840901246,0,0.29999369639566,0,0,0
PLXNA2,host,13,15.2439268064571,10.4900244816654,2.90940931919363,9.54158932455238,20.9462642883618,0,32.511807225062,7.35943785322453,24.8212423834588,17.4618045302342
PLXNA2,ht,8,0,0,0,0,0,0,0,0,0,0
PPP1R12B,tumour,14,52.735671362691,24.5804722997006,6.56940755361193,39.8598691578463,65.6114735675358,19.9721767545531,93.5026040776941,29.9477960875733,74.119196157341,44.1714000697677
PPP1R12B,host,11,15.9366936104615,6.80097521976495,2.05057118295138,11.9176479441411,19.9557392767819,0,23.3767239874897,13.6520819443048,20.99981961124,7.3477376669352
PPP1R12B,ht,2,44.6691234384661,4.82482829683509,3.41166880675283,37.9823754500519,51.3558714268804,41.2574546317133,48.080792245219,42.9632890350897,46.3749578418426,3.41166880675283
PTPN7,tumour,14,304.461332119664,256.135164275844,68.455002101805,170.291993438513,438.630670800815,98.6153970730825,1005.71550184891,162.014487662041,332.808700444116,170.794212782076
PTPN7,host,10,12.328769647163,4.04883557256253,1.28035422808095,9.81932147267072,14.8382178216552,6.54172253619959,18.7013791899917,8.88007097587322,14.9569894117093,6.07691843583605
PTPN7,ht,2,820.885726923191,56.9852904303357,40.2946852911753,741.909594984112,899.86185886227,780.591041632016,861.180412214366,800.738384277603,841.033069568779,40.2946852911753
RABIF,tumour,14,117.284844101872,64.2571390489885,17.173442783972,83.6255147547271,150.944173449016,57.0137829742037,290.182950251518,79.2739946813225,110.232943623942,30.9589489426198
RABIF,host,8,41.546568903992,30.1395815616067,10.6559512521686,20.6612882287272,62.4318495792569,0,97.4094567099913,23.6314505233795,56.1575575042805,32.526106980901
RABIF,ht,2,144.829926628128,68.8960033182264,48.7168311429688,49.3466921469895,240.313161109266,96.1130954851588,193.546757771096,120.471511056643,169.188342199612,48.7168311429688
SERTAD4,tumour,14,7.43828328251975,5.61797450887262,1.50146684427364,4.49546234376242,10.3811042212771,0.958200030054255,22.8055131896815,4.3374734800968,7.79393296166684,3.45645948157004
SERTAD4,host,7,6.79410779462924,6.78524356230863,2.56458100726723,1.76762138495001,11.8205942043085,0,16.5212706831263,2.61858728471332,10.7520823235871,8.13349503887383
