gene,category,n,mean,sd,sem,ci95_l,ci95_u,min,max,q25,q75,iqr
SERTAD4,ht,1,7.56177069059329,,,,,7.56177069059329,7.56177069059329,7.56177069059329,7.56177069059329,0
SYT14,tumour,14,31.1335231632841,25.4530036144383,6.8026013563962,17.8006695035643,44.466376823004,4.86113830109569,82.7712811959077,6.67879557967916,48.2840351059171,41.6052395262379
SYT14,host,14,2.79535966594283,10.1462898641784,2.71171002990377,-2.5194943291846,8.11021366107025,0,38.0396209194481,0,0,0
SYT14,ht,3,0,0,0,0,0,0,0,0,0,0
TNFAIP3,tumour,14,28.1419579169981,18.5286014647975,4.95197703838214,18.4362612694998,37.8476545644964,7.60183772989383,80.7247256706977,14.6011896258557,33.4665691645869,18.8653795387312
TNFAIP3,host,9,185.367329923825,152.969292185414,50.9897640618048,85.4292287824929,285.305431065157,64.0376983926795,547.332316552356,104.195483388053,183.30217227424,79.1066888861866
TNFAIP3,ht,5,7.13066699040409,5.6043320392999,2.50633348167092,2.21834363308221,12.042990347726,0,15.6778327600511,6.08310730918726,7.47923434925628,1.39612704006902
TNNI1,tumour,14,0,0,0,0,0,0,0,0,0,0
TNNI1,host,4,2.52158257600327,3.32636683198596,1.66318341599298,-0.738197019027275,5.78136217103381,0,7.0130171962469,0,4.05823912988635,4.05823912988635
TNNI1,ht,1,0,,,,,0,0,0,0,0
TRAF5,tumour,8,2.09832791327545,1.56020692255407,0.55161644749609,1.01717954290319,3.17947628364772,0,5.04118046039553,1.17958160885153,2.87813946229034,1.69855785343882
TRAF5,host,8,13.3650855242168,10.3752396158474,3.66820114440051,6.1755433931432,20.5546276552904,0,27.4157752316348,5.54569461060407,20.1934388476828,14.6477442370787
TRAF5,ht,3,1.05008504658717,1.42417883525838,0.822250033910593,-0.561495406164428,2.66166549933877,0,2.67115512473439,0.239550007513564,1.57512756988076,1.33557756236719
TRIM22,tumour,14,1.50540816369625,5.48177720367576,1.4650665833416,-1.36606957460643,4.37688590199894,0,20.546931546596,0,0,0
TRIM22,host,9,61.0901133045961,31.4566709573162,10.4855569857721,40.5387992546405,81.6414273545517,19.97653520048,107.885462481738,30.0730126387425,82.2568475309793,52.1838348922368
TRIM22,ht,6,7.2480130068197,11.248624497139,4.59223172102695,-1.7525957750555,16.2486217886949,0,22.8055131896815,0,15.5119236384275,15.5119236384275
TXNDC16,tumour,14,15.8690834550931,7.79725217622321,2.08390330012177,11.7847080395903,19.9534588705959,0,25.2059023019776,9.3428819374703,21.5096871014452,12.1668051639749
TXNDC16,host,11,9.98362898322974,3.61734335247778,1.09067005800501,7.84595495052371,12.1213030159358,3.81181055637772,17.4391190544111,8.47294740487235,11.2624449746404,2.78949756976801
TXNDC16,ht,1,0,,,,,0,0,0,0,0
UTP25,tumour,14,94.9574001413698,32.8729154933069,8.78565622002337,77.7378303695737,112.176969913166,42.0919377750962,170.436697141712,74.6147477495121,111.759378611893,37.1446308623808
UTP25,host,13,13.6140378506093,13.1249412170051,3.64020373425866,6.47936963507417,20.7487060661445,0,40.9220719758317,2.40517177061707,16.1105424850406,13.7053707144236
UTP25,ht,8,143.818524577234,41.0971694701722,14.5300436099657,115.340162407904,172.296886746563,110.856060650947,234.414891408392,123.649904097228,145.956173033663,22.3062689364346
ZNF281,tumour,14,136.819213838156,71.9108159747711,19.2189739843531,99.1507170090115,174.4877106673,57.1812087063603,315.803523223024,91.7787672268886,153.773898802302,61.9951315754139
ZNF281,host,3,35.9407597414844,20.5698608592387,11.8760147042746,12.664198641238,59.2173208417308,16.5212706831263,57.4945643558992,25.163857434277,45.6505042706635,20.4866468363864
ZNF281,ht,6,89.3388501295254,48.1094115296359,19.6405850121963,50.8440108703234,127.833689388727,42.7384819957502,178.961906344041,61.3463392023449,93.9778687071725,32.6315295048276
