plot_category,Tumour,GeneID,Symbol,informative_allele,expression
ctvt,2169Ta,ENSCAFG00000000267,TNFAIP3,B,44.6611946388297
ht_only,2169Ta,ENSCAFG00000000267,TNFAIP3,A,15.6778327600511
ht_only,2169Ta,ENSCAFG00000030892,PERP,B,0
host,2169Ta,ENSCAFG00000030892,PERP,B,0
ctvt,2169Ta,ENSCAFG00000030892,PERP,B,0
ht_only,2169Ta,ENSCAFG00000000272,ARFGEF3,A,3.02554667299231
ctvt,2169Ta,ENSCAFG00000000272,ARFGEF3,B,12.8723258450946
host,2169Ta,ENSCAFG00000000272,ARFGEF3,B,1.96251676085988
ht_only,2169Ta,ENSCAFG00000000272,ARFGEF3,B,19.5972909500638
ctvt,2169Ta,ENSCAFG00000000274,HEBP2,B,35.4814109832734
ctvt,2169Ta,ENSCAFG00000000275,NHSL1,B,124.184938441457
host,2169Ta,ENSCAFG00000000275,NHSL1,A,5.88755028257963
ht_only,2169Ta,ENSCAFG00000000275,NHSL1,B,61.88618194757
host,2169Ta,ENSCAFG00000000277,CCDC28A,B,1.96251676085988
ctvt,2169Ta,ENSCAFG00000000277,CCDC28A,B,75.0885674297182
host,2169Ta,ENSCAFG00000046446,ECT2L,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000046446,ECT2L,A,1.65029818526853
ht_only,2169Ta,ENSCAFG00000046446,ECT2L,B,0.825149092634266
host,2169Ta,ENSCAFG00000046446,ECT2L,A,0
ctvt,2169Ta,ENSCAFG00000046446,ECT2L,B,9.07664001897693
ctvt,2169Ta,ENSCAFG00000000281,ABRACL,B,44.1454764559332
ht_and_ctvt,2169Ta,ENSCAFG00000000281,ABRACL,A,20.6287273158567
host,2169Ta,ENSCAFG00000000281,ABRACL,B,0.981258380429938
ht_only,2169Ta,ENSCAFG00000000281,ABRACL,B,319.332698849461
ctvt,2169Ta,ENSCAFG00000000282,HECA,B,79.2143128928896
ctvt,2169Ta,ENSCAFG00000000283,TXLNB,B,0
ctvt,2169Ta,ENSCAFG00000000285,CITED2,B,408.723850551506
host,2169Ta,ENSCAFG00000000285,CITED2,A,0
host,2169Ta,ENSCAFG00000000285,CITED2,B,0
ctvt,2169Ta,ENSCAFG00000044240,ENSCAFG00000044240,B,0
ht_only,2169Ta,ENSCAFG00000000291,ENSCAFG00000000291,B,0
host,2169Ta,ENSCAFG00000000291,ENSCAFG00000000291,A,0
ht_only,2169Ta,ENSCAFG00000000291,ENSCAFG00000000291,A,0
host,2169Ta,ENSCAFG00000000291,ENSCAFG00000000291,B,0
ctvt,2169Ta,ENSCAFG00000010274,CHI3L1,B,0
ht_only,2169Ta,ENSCAFG00000010274,CHI3L1,B,0
ctvt,2169Ta,ENSCAFG00000010288,MYBPH,B,0
ht_only,2169Ta,ENSCAFG00000010288,MYBPH,B,0
ctvt,2169Ta,ENSCAFG00000010298,ADORA1,B,0
ht_only,2169Ta,ENSCAFG00000010298,ADORA1,B,0
ctvt,2169Ta,ENSCAFG00000010321,PPFIA4,B,57.5541492112401
ctvt,2169Ta,ENSCAFG00000010330,TMEM183A,B,265.422958130689
ctvt,2169Ta,ENSCAFG00000010333,ENSCAFG00000010333,B,0.412574546317133
ctvt,2169Ta,ENSCAFG00000010350,CYB5R1,B,0
ht_only,2169Ta,ENSCAFG00000010350,CYB5R1,B,86.6406547265979
ctvt,2169Ta,ENSCAFG00000010368,ADIPOR1,B,68.4873746886441
ht_only,2169Ta,ENSCAFG00000010368,ADIPOR1,B,75.9137165223525
ctvt,2169Ta,ENSCAFG00000030897,RABIF,B,87.4658038192322
ctvt,2169Ta,ENSCAFG00000010412,ENSCAFG00000010412,B,26.1297212667518
ctvt,2169Ta,ENSCAFG00000030988,ENSCAFG00000030988,B,0
ctvt,2169Ta,ENSCAFG00000010452,KDM5B,B,129.54840754358
ht_only,2169Ta,ENSCAFG00000010497,PPP1R12B,A,41.2574546317133
ctvt,2169Ta,ENSCAFG00000010497,PPP1R12B,B,58.99816012335
host,2169Ta,ENSCAFG00000010521,LGR6,A,0
ctvt,2169Ta,ENSCAFG00000010521,LGR6,B,0.137524848772378
host,2169Ta,ENSCAFG00000010521,LGR6,B,0
ht_only,2169Ta,ENSCAFG00000010570,ENSCAFG00000010570,B,12.377236389514
ctvt,2169Ta,ENSCAFG00000010570,ENSCAFG00000010570,B,9.76426426283881
host,2169Ta,ENSCAFG00000010570,ENSCAFG00000010570,A,0
host,2169Ta,ENSCAFG00000010570,ENSCAFG00000010570,B,1.17751005651593
ctvt,2169Ta,ENSCAFG00000010570,ENSCAFG00000010570,A,6.60119274107413
ctvt,2169Ta,ENSCAFG00000010591,PTPN7,B,179.88250219427
ht_only,2169Ta,ENSCAFG00000010591,PTPN7,A,780.591041632016
host,2169Ta,ENSCAFG00000010591,PTPN7,B,6.54172253619959
host,2169Ta,ENSCAFG00000025108,GPR37L1,B,0
ctvt,2169Ta,ENSCAFG00000025108,GPR37L1,B,0
ctvt,2169Ta,ENSCAFG00000010602,ELF3,B,0.975176200385951
ctvt,2169Ta,ENSCAFG00000010602,ELF3,A,1.65029818526853
ctvt,2169Ta,ENSCAFG00000010545,RNPEP,B,77.1514401613039
host,2169Ta,ENSCAFG00000010545,RNPEP,B,54.9504693040765
ctvt,2169Ta,ENSCAFG00000010545,RNPEP,A,73.8508437907668
ctvt,2169Ta,ENSCAFG00000010612,TIMM17A,B,108.919680227723
ht_only,2169Ta,ENSCAFG00000043167,ENSCAFG00000043167,A,0
ht_only,2169Ta,ENSCAFG00000043167,ENSCAFG00000043167,B,1.65029818526853
ht_and_ctvt,2169Ta,ENSCAFG00000043167,ENSCAFG00000043167,A,0
host,2169Ta,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,2169Ta,ENSCAFG00000043167,ENSCAFG00000043167,B,0.825149092634266
ctvt,2169Ta,ENSCAFG00000010649,IPO9,B,125.010087534091
ctvt,2169Ta,ENSCAFG00000010744,NAV1,B,27.5835553823455
ht_only,2169Ta,ENSCAFG00000010744,NAV1,B,63.5364801328385
ctvt,2169Ta,ENSCAFG00000029227,CSRP1,B,0
ht_only,2169Ta,ENSCAFG00000029227,CSRP1,B,0
ctvt,2169Ta,ENSCAFG00000029227,CSRP1,A,0
ctvt,2169Ta,ENSCAFG00000010798,TNNT2,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000010798,TNNT2,A,0
host,2169Ta,ENSCAFG00000010798,TNNT2,B,0
ctvt,2169Ta,ENSCAFG00000030784,LAD1,B,0
ctvt,2169Ta,ENSCAFG00000010784,TNNI1,A,0
ctvt,2169Ta,ENSCAFG00000010784,TNNI1,B,0
ctvt,2169Ta,ENSCAFG00000032578,ENSCAFG00000032578,B,0
ctvt,2169Ta,ENSCAFG00000032627,ENSCAFG00000032627,B,0
ht_only,2169Ta,ENSCAFG00000032627,ENSCAFG00000032627,A,0
ht_and_ctvt,2169Ta,ENSCAFG00000010884,CACNA1S,A,0
host,2169Ta,ENSCAFG00000010884,CACNA1S,B,0
ctvt,2169Ta,ENSCAFG00000010884,CACNA1S,B,0
ctvt,2169Ta,ENSCAFG00000024839,KIF21B,B,56.0351247452543
host,2169Ta,ENSCAFG00000024839,KIF21B,B,28.4564930324682
ctvt,2169Ta,ENSCAFG00000029682,ENSCAFG00000029682,B,0.825149092634266
ht_only,2169Ta,ENSCAFG00000029682,ENSCAFG00000029682,B,0
ctvt,2169Ta,ENSCAFG00000011082,CAMSAP2,B,64.9117286205623
ht_only,2169Ta,ENSCAFG00000011082,CAMSAP2,B,49.0963710117388
host,2169Ta,ENSCAFG00000011120,DDX59,B,4.90629190214969
ctvt,2169Ta,ENSCAFG00000011120,DDX59,B,29.499080061675
ctvt,2169Ta,ENSCAFG00000011120,DDX59,A,24.3418982327109
ctvt,2169Ta,ENSCAFG00000011140,KIF14,B,70.5502474202298
host,2169Ta,ENSCAFG00000011140,KIF14,B,0
ht_only,2169Ta,ENSCAFG00000011151,ZNF281,B,58.5855855770329
ctvt,2169Ta,ENSCAFG00000011151,ZNF281,B,154.302880322608
ctvt,2169Ta,ENSCAFG00000011176,NR5A2,B,0
ctvt,2169Ta,ENSCAFG00000042607,ENSCAFG00000042607,A,0
ht_only,2169Ta,ENSCAFG00000011176,NR5A2,B,0
host,2169Ta,ENSCAFG00000011176,NR5A2,A,11.7751005651593
host,2169Ta,ENSCAFG00000011176,NR5A2,B,0
host,2169Ta,ENSCAFG00000011339,LHX9,B,0
ctvt,2169Ta,ENSCAFG00000011339,LHX9,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000011339,LHX9,B,0.412574546317133
host,2169Ta,ENSCAFG00000011339,LHX9,A,0
ht_only,2169Ta,ENSCAFG00000011339,LHX9,B,0
ctvt,2169Ta,ENSCAFG00000032715,C7H1orf53,B,13.2023854821483
host,2169Ta,ENSCAFG00000032715,C7H1orf53,B,3.92503352171975
ht_and_ctvt,2169Ta,ENSCAFG00000032715,C7H1orf53,B,0.825149092634266
host,2169Ta,ENSCAFG00000011342,ENSCAFG00000011342,B,0
host,2169Ta,ENSCAFG00000011353,DENND1B,A,0
ctvt,2169Ta,ENSCAFG00000011353,DENND1B,A,0
ctvt,2169Ta,ENSCAFG00000011353,DENND1B,B,168.605464594935
ht_only,2169Ta,ENSCAFG00000011353,DENND1B,B,202.574102241712
ctvt,2169Ta,ENSCAFG00000011365,CRB1,B,0.103143636579283
ctvt,2169Ta,ENSCAFG00000011365,CRB1,A,0
ht_only,2169Ta,ENSCAFG00000011381,ZBTB41,B,69.3125237812784
ctvt,2169Ta,ENSCAFG00000011403,ASPM,B,58.8725939570796
ht_only,2169Ta,ENSCAFG00000011403,ASPM,B,91.5915492824035
ctvt,2169Ta,ENSCAFG00000011403,ASPM,A,66.8370765033756
ht_and_ctvt,2169Ta,ENSCAFG00000011403,ASPM,A,86.0905553315084
host,2169Ta,ENSCAFG00000011403,ASPM,B,8.83132542386944
ht_only,2169Ta,ENSCAFG00000011416,F13B,B,0
ctvt,2169Ta,ENSCAFG00000011416,F13B,B,0
ctvt,2169Ta,ENSCAFG00000029661,CFHR5,B,0
ht_only,2169Ta,ENSCAFG00000029661,CFHR5,B,0
ctvt,2169Ta,ENSCAFG00000011429,DYRK3,B,40.6156720041089
host,2169Ta,ENSCAFG00000011429,DYRK3,B,0.981258380429938
ctvt,2169Ta,ENSCAFG00000011429,DYRK3,A,27.8900393310382
ctvt,2169Ta,ENSCAFG00000011443,IL10,B,6.188618194757
ctvt,2169Ta,ENSCAFG00000011443,IL10,A,1.2377236389514
host,2169Ta,ENSCAFG00000014787,ENSCAFG00000014787,B,0.78500670434395
ctvt,2169Ta,ENSCAFG00000014787,ENSCAFG00000014787,B,0.275049697544755
ctvt,2169Ta,ENSCAFG00000014787,ENSCAFG00000014787,A,0.825149092634266
ctvt,2169Ta,ENSCAFG00000011450,IL19,B,0
ht_only,2169Ta,ENSCAFG00000011450,IL19,A,0
host,2169Ta,ENSCAFG00000011459,IL20,B,0
ctvt,2169Ta,ENSCAFG00000011459,IL20,B,0
ht_only,2169Ta,ENSCAFG00000011459,IL20,A,0
ht_and_ctvt,2169Ta,ENSCAFG00000011466,IL24,A,0
host,2169Ta,ENSCAFG00000011466,IL24,B,1.47188757064491
ctvt,2169Ta,ENSCAFG00000011466,IL24,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000011474,FCMR,A,1.92534788281329
host,2169Ta,ENSCAFG00000011474,FCMR,B,140.319948401481
ctvt,2169Ta,ENSCAFG00000011474,FCMR,A,0
ctvt,2169Ta,ENSCAFG00000011474,FCMR,B,0
ctvt,2169Ta,ENSCAFG00000011496,PIGR,B,0
host,2169Ta,ENSCAFG00000011496,PIGR,B,0
host,2169Ta,ENSCAFG00000011518,FCAMR,B,0
ctvt,2169Ta,ENSCAFG00000011518,FCAMR,B,0
ctvt,2169Ta,ENSCAFG00000011518,FCAMR,A,0
ctvt,2169Ta,ENSCAFG00000011523,C7H1orf116,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000011523,C7H1orf116,B,0
ht_only,2169Ta,ENSCAFG00000011523,C7H1orf116,B,0
ctvt,2169Ta,ENSCAFG00000011523,C7H1orf116,A,0
ctvt,2169Ta,ENSCAFG00000011526,YOD1,B,52.809541928593
ht_and_ctvt,2169Ta,ENSCAFG00000011550,PFKFB2,A,48.1336970703322
host,2169Ta,ENSCAFG00000011550,PFKFB2,B,24.5314595107485
ctvt,2169Ta,ENSCAFG00000025093,C4BPB,B,0
ht_only,2169Ta,ENSCAFG00000025093,C4BPB,B,0
ctvt,2169Ta,ENSCAFG00000024748,CD55,B,0
ht_only,2169Ta,ENSCAFG00000024748,CD55,B,0.825149092634266
ht_and_ctvt,2169Ta,ENSCAFG00000024748,CD55,B,0.412574546317133
host,2169Ta,ENSCAFG00000024748,CD55,A,13.7376173260191
ht_and_ctvt,2169Ta,ENSCAFG00000045372,ENSCAFG00000045372,A,0
host,2169Ta,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000045372,ENSCAFG00000045372,B,0
host,2169Ta,ENSCAFG00000045372,ENSCAFG00000045372,A,0
ht_only,2169Ta,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ctvt,2169Ta,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ht_only,2169Ta,ENSCAFG00000046356,ENSCAFG00000046356,B,0
ctvt,2169Ta,ENSCAFG00000046356,ENSCAFG00000046356,B,0.117878441804895
ht_and_ctvt,2169Ta,ENSCAFG00000046356,ENSCAFG00000046356,A,0
host,2169Ta,ENSCAFG00000046356,ENSCAFG00000046356,B,14.7188757064491
ctvt,2169Ta,ENSCAFG00000011630,ENSCAFG00000011630,B,1.39640615676568
ht_and_ctvt,2169Ta,ENSCAFG00000011630,ENSCAFG00000011630,B,2.82908260331748
host,2169Ta,ENSCAFG00000011630,ENSCAFG00000011630,A,0
ht_only,2169Ta,ENSCAFG00000011630,ENSCAFG00000011630,B,1.65029818526853
ctvt,2169Ta,ENSCAFG00000014256,ENSCAFG00000014256,B,1.2377236389514
ctvt,2169Ta,ENSCAFG00000025063,ENSCAFG00000025063,B,347.387767999026
ctvt,2169Ta,ENSCAFG00000011722,CD34,B,0
host,2169Ta,ENSCAFG00000011756,PLXNA2,A,6.86880866300957
ctvt,2169Ta,ENSCAFG00000011756,PLXNA2,B,0
ht_only,2169Ta,ENSCAFG00000011756,PLXNA2,B,0
host,2169Ta,ENSCAFG00000011756,PLXNA2,B,7.8500670434395
ctvt,2169Ta,ENSCAFG00000011909,CAMK1G,B,0.825149092634266
host,2169Ta,ENSCAFG00000011909,CAMK1G,B,0
ctvt,2169Ta,ENSCAFG00000011913,LAMB3,B,0.300054215503369
ht_and_ctvt,2169Ta,ENSCAFG00000011913,LAMB3,A,0
host,2169Ta,ENSCAFG00000011913,LAMB3,B,1.47188757064491
ctvt,2169Ta,ENSCAFG00000011913,LAMB3,A,0
ctvt,2169Ta,ENSCAFG00000030095,G0S2,B,0.825149092634266
host,2169Ta,ENSCAFG00000011925,HSD11B1,B,0
ctvt,2169Ta,ENSCAFG00000011943,TRAF3IP3,B,2.4754472779028
host,2169Ta,ENSCAFG00000011943,TRAF3IP3,B,33.3627849346179
ctvt,2169Ta,ENSCAFG00000030526,C7H1orf74,B,76.7388656149868
ht_only,2169Ta,ENSCAFG00000030526,C7H1orf74,A,73.4382692444497
ctvt,2169Ta,ENSCAFG00000011971,IRF6,B,4.53832000948846
host,2169Ta,ENSCAFG00000011971,IRF6,B,0
host,2169Ta,ENSCAFG00000011971,IRF6,A,0
ht_only,2169Ta,ENSCAFG00000011971,IRF6,B,2.4754472779028
host,2169Ta,ENSCAFG00000011997,UTP25,B,2.94377514128981
ctvt,2169Ta,ENSCAFG00000011997,UTP25,B,119.646618431969
ht_only,2169Ta,ENSCAFG00000011997,UTP25,B,124.597512987774
host,2169Ta,ENSCAFG00000011997,UTP25,A,17.6626508477389
ctvt,2169Ta,ENSCAFG00000012004,ENSCAFG00000012004,B,0
host,2169Ta,ENSCAFG00000012004,ENSCAFG00000012004,A,1.96251676085988
ht_and_ctvt,2169Ta,ENSCAFG00000012024,SYT14,B,7.4263418337084
host,2169Ta,ENSCAFG00000012024,SYT14,A,0
ctvt,2169Ta,ENSCAFG00000012024,SYT14,B,3.40374000711635
ht_only,2169Ta,ENSCAFG00000012024,SYT14,B,0
host,2169Ta,ENSCAFG00000012024,SYT14,B,0.654172253619959
ctvt,2169Ta,ENSCAFG00000031193,SERTAD4,B,6.87624243861888
host,2169Ta,ENSCAFG00000012038,HHAT,A,0
ctvt,2169Ta,ENSCAFG00000012038,HHAT,B,6.60119274107413
ht_only,2169Ta,ENSCAFG00000012038,HHAT,A,0.825149092634266
ctvt,2169Ta,ENSCAFG00000012077,KCNH1,B,2.4754472779028
ht_only,2169Ta,ENSCAFG00000012077,KCNH1,B,9.90178911161119
ctvt,2169Ta,ENSCAFG00000012077,KCNH1,A,20.6287273158567
host,2169Ta,ENSCAFG00000012077,KCNH1,B,0
ctvt,2169Ta,ENSCAFG00000012107,RCOR3,B,39.6071564464448
ht_only,2169Ta,ENSCAFG00000012120,TRAF5,B,0
ctvt,2169Ta,ENSCAFG00000012120,TRAF5,B,2.4754472779028
ctvt,2169Ta,ENSCAFG00000028996,ENSCAFG00000028996,B,0
ctvt,2169Ta,ENSCAFG00000043821,ENSCAFG00000043821,B,0.412574546317133
ctvt,2169Ta,ENSCAFG00000012155,LPGAT1,B,19.5285285256776
ctvt,2169Ta,ENSCAFG00000012155,LPGAT1,A,31.3556655201021
ht_only,2169Ta,ENSCAFG00000012155,LPGAT1,B,0.825149092634266
host,2169Ta,ENSCAFG00000012176,INTS7,B,15.700134086879
ctvt,2169Ta,ENSCAFG00000012176,INTS7,B,80.0394619855238
ctvt,2169Ta,ENSCAFG00000012260,DTL,B,86.3656050290532
ht_only,2169Ta,ENSCAFG00000012260,DTL,B,32.1808146127364
ctvt,2169Ta,ENSCAFG00000014709,TXNDC16,B,24.9607600521866
ht_and_ctvt,2169Ta,ENSCAFG00000014709,TXNDC16,B,17.8782303404091
host,2169Ta,ENSCAFG00000014709,TXNDC16,A,7.8500670434395
ctvt,2169Ta,ENSCAFG00000014721,GPR137C,B,0.825149092634266
ht_only,2169Ta,ENSCAFG00000014721,GPR137C,B,0
ctvt,2169Ta,ENSCAFG00000014750,ERO1A,B,175.859900367678
ht_only,2169Ta,ENSCAFG00000014750,ERO1A,B,353.9889607401
ctvt,2169Ta,ENSCAFG00000046488,SMURF2,B,26.8173455106137
ctvt,2169Ta,ENSCAFG00000003978,PGR,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000003978,PGR,A,0
ht_only,2169Ta,ENSCAFG00000003978,PGR,B,0
ctvt,2169Ta,ENSCAFG00000003991,ARHGAP42,B,41.6700291780304
ctvt,2169Ta,ENSCAFG00000047045,ENSCAFG00000047045,B,0
ctvt,2169Ta,ENSCAFG00000004018,CNTN5,B,0
ctvt,2169Ta,ENSCAFG00000024867,TRIM22,B,0
ctvt,2169Ta,ENSCAFG00000024867,TRIM22,A,0
ht_only,2169Ta,ENSCAFG00000024867,TRIM22,B,0
ctvt,2169Ta,ENSCAFG00000029611,OR52H9,A,0
ht_only,2169Ta,ENSCAFG00000029611,OR52H9,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000029611,OR52H9,A,0
host,2169Ta,ENSCAFG00000029611,OR52H9,B,0.327086126809979
ht_only,2169Ta,ENSCAFG00000041265,OR52H7,B,0
ctvt,2169Ta,ENSCAFG00000041265,OR52H7,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000041265,OR52H7,A,0
host,2169Ta,ENSCAFG00000041265,OR52H7,B,0
ctvt,2169Ta,ENSCAFG00000006276,OR52D3,B,0
ht_and_ctvt,2169Ta,ENSCAFG00000006276,OR52D3,A,0
host,2169Ta,ENSCAFG00000006276,OR52D3,B,0
ht_only,2169Ta,ENSCAFG00000006276,OR52D3,B,0
ctvt,2169Ta,ENSCAFG00000043331,OR52U1,B,0
ctvt,2169Ta,ENSCAFG00000010238,ADCY2,B,0.412574546317133
host,2169Ta,ENSCAFG00000014222,ENSCAFG00000014222,B,17.6626508477389
ctvt,2169Tb,ENSCAFG00000000267,TNFAIP3,B,34.6582377434287
ht_only,2169Tb,ENSCAFG00000000267,TNFAIP3,A,7.47923434925628
ht_only,2169Tb,ENSCAFG00000030892,PERP,B,0
host,2169Tb,ENSCAFG00000030892,PERP,B,0
ctvt,2169Tb,ENSCAFG00000030892,PERP,B,0
ht_only,2169Tb,ENSCAFG00000000272,ARFGEF3,A,3.20538614968126
ctvt,2169Tb,ENSCAFG00000000272,ARFGEF3,B,15.8132383384276
host,2169Tb,ENSCAFG00000000272,ARFGEF3,B,1.27060351879257
ht_only,2169Tb,ENSCAFG00000000272,ARFGEF3,B,20.7014522166915
ctvt,2169Tb,ENSCAFG00000000274,HEBP2,B,23.5061650976626
ctvt,2169Tb,ENSCAFG00000000275,NHSL1,B,82.2715778418191
host,2169Tb,ENSCAFG00000000275,NHSL1,A,5.08241407517029
ht_only,2169Tb,ENSCAFG00000000275,NHSL1,B,37.3961717462814
host,2169Tb,ENSCAFG00000000277,CCDC28A,B,5.08241407517029
ctvt,2169Tb,ENSCAFG00000000277,CCDC28A,B,92.9561983407567
host,2169Tb,ENSCAFG00000046446,ECT2L,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000046446,ECT2L,A,0.534231024946877
ht_only,2169Tb,ENSCAFG00000046446,ECT2L,B,0
host,2169Tb,ENSCAFG00000046446,ECT2L,A,0
ctvt,2169Tb,ENSCAFG00000046446,ECT2L,B,7.47923434925628
ctvt,2169Tb,ENSCAFG00000000281,ABRACL,B,56.628488644369
ht_and_ctvt,2169Tb,ENSCAFG00000000281,ABRACL,A,19.7665479230345
host,2169Tb,ENSCAFG00000000281,ABRACL,B,3.81181055637772
ht_only,2169Tb,ENSCAFG00000000281,ABRACL,B,318.401690868339
ctvt,2169Tb,ENSCAFG00000000282,HECA,B,67.3131091433066
ctvt,2169Tb,ENSCAFG00000000283,TXLNB,B,0
ctvt,2169Tb,ENSCAFG00000000285,CITED2,B,283.854751255108
host,2169Tb,ENSCAFG00000000285,CITED2,A,0
host,2169Tb,ENSCAFG00000000285,CITED2,B,0
ctvt,2169Tb,ENSCAFG00000044240,ENSCAFG00000044240,B,0.534231024946877
ht_only,2169Tb,ENSCAFG00000000291,ENSCAFG00000000291,B,0
host,2169Tb,ENSCAFG00000000291,ENSCAFG00000000291,A,0
ht_only,2169Tb,ENSCAFG00000000291,ENSCAFG00000000291,A,0
host,2169Tb,ENSCAFG00000000291,ENSCAFG00000000291,B,0
ctvt,2169Tb,ENSCAFG00000010274,CHI3L1,B,0
ht_only,2169Tb,ENSCAFG00000010274,CHI3L1,B,0
ctvt,2169Tb,ENSCAFG00000010288,MYBPH,B,0
ht_only,2169Tb,ENSCAFG00000010288,MYBPH,B,0
ctvt,2169Tb,ENSCAFG00000010298,ADORA1,B,0
ht_only,2169Tb,ENSCAFG00000010298,ADORA1,B,0
ctvt,2169Tb,ENSCAFG00000010321,PPFIA4,B,86.8125415538676
ctvt,2169Tb,ENSCAFG00000010330,TMEM183A,B,295.96398782057
ctvt,2169Tb,ENSCAFG00000010333,ENSCAFG00000010333,B,0
ctvt,2169Tb,ENSCAFG00000010350,CYB5R1,B,0
ht_only,2169Tb,ENSCAFG00000010350,CYB5R1,B,88.6823501411817
ctvt,2169Tb,ENSCAFG00000010368,ADIPOR1,B,47.7246382285877
ht_only,2169Tb,ENSCAFG00000010368,ADIPOR1,B,63.0392609437315
ctvt,2169Tb,ENSCAFG00000030897,RABIF,B,87.6138880912879
ctvt,2169Tb,ENSCAFG00000010412,ENSCAFG00000010412,B,22.0815490311376
ctvt,2169Tb,ENSCAFG00000030988,ENSCAFG00000030988,B,0
ctvt,2169Tb,ENSCAFG00000010452,KDM5B,B,113.524092801211
ht_only,2169Tb,ENSCAFG00000010497,PPP1R12B,A,48.080792245219
ctvt,2169Tb,ENSCAFG00000010497,PPP1R12B,B,82.4242152775182
host,2169Tb,ENSCAFG00000010521,LGR6,A,0
ctvt,2169Tb,ENSCAFG00000010521,LGR6,B,0
host,2169Tb,ENSCAFG00000010521,LGR6,B,0
ht_only,2169Tb,ENSCAFG00000010570,ENSCAFG00000010570,B,17.0953927983001
ctvt,2169Tb,ENSCAFG00000010570,ENSCAFG00000010570,B,14.7803916901969
host,2169Tb,ENSCAFG00000010570,ENSCAFG00000010570,A,0
host,2169Tb,ENSCAFG00000010570,ENSCAFG00000010570,B,0.508241407517029
ctvt,2169Tb,ENSCAFG00000010570,ENSCAFG00000010570,A,16.0269307484063
ctvt,2169Tb,ENSCAFG00000010591,PTPN7,B,196.775094188766
ht_only,2169Tb,ENSCAFG00000010591,PTPN7,A,861.180412214366
host,2169Tb,ENSCAFG00000010591,PTPN7,B,8.47069012528382
host,2169Tb,ENSCAFG00000025108,GPR37L1,B,0
ctvt,2169Tb,ENSCAFG00000025108,GPR37L1,B,0
ctvt,2169Tb,ENSCAFG00000010602,ELF3,B,1.9426582725341
ctvt,2169Tb,ENSCAFG00000010602,ELF3,A,4.27384819957502
ctvt,2169Tb,ENSCAFG00000010545,RNPEP,B,64.6419540185722
host,2169Tb,ENSCAFG00000010545,RNPEP,B,71.1537970523841
ctvt,2169Tb,ENSCAFG00000010545,RNPEP,A,76.3950365674035
ctvt,2169Tb,ENSCAFG00000010612,TIMM17A,B,105.777742939482
ht_only,2169Tb,ENSCAFG00000043167,ENSCAFG00000043167,A,0
ht_only,2169Tb,ENSCAFG00000043167,ENSCAFG00000043167,B,1.06846204989375
ht_and_ctvt,2169Tb,ENSCAFG00000043167,ENSCAFG00000043167,A,1.42461606652501
host,2169Tb,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,2169Tb,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,2169Tb,ENSCAFG00000010649,IPO9,B,108.983129089163
ctvt,2169Tb,ENSCAFG00000010744,NAV1,B,21.6745158692733
ht_only,2169Tb,ENSCAFG00000010744,NAV1,B,47.0123301953252
ctvt,2169Tb,ENSCAFG00000029227,CSRP1,B,0.534231024946877
ht_only,2169Tb,ENSCAFG00000029227,CSRP1,B,0
ctvt,2169Tb,ENSCAFG00000029227,CSRP1,A,0
ctvt,2169Tb,ENSCAFG00000010798,TNNT2,B,0
ht_and_ctvt,2169Tb,ENSCAFG00000010798,TNNT2,A,0
host,2169Tb,ENSCAFG00000010798,TNNT2,B,1.27060351879257
ctvt,2169Tb,ENSCAFG00000030784,LAD1,B,0
ctvt,2169Tb,ENSCAFG00000010784,TNNI1,A,0
ctvt,2169Tb,ENSCAFG00000010784,TNNI1,B,0
ctvt,2169Tb,ENSCAFG00000032578,ENSCAFG00000032578,B,0
ctvt,2169Tb,ENSCAFG00000032627,ENSCAFG00000032627,B,0
ht_only,2169Tb,ENSCAFG00000032627,ENSCAFG00000032627,A,0
ht_and_ctvt,2169Tb,ENSCAFG00000010884,CACNA1S,A,0
host,2169Tb,ENSCAFG00000010884,CACNA1S,B,0
ctvt,2169Tb,ENSCAFG00000010884,CACNA1S,B,0
ctvt,2169Tb,ENSCAFG00000024839,KIF21B,B,52.4032069016073
host,2169Tb,ENSCAFG00000024839,KIF21B,B,20.9649580600775
ctvt,2169Tb,ENSCAFG00000029682,ENSCAFG00000029682,B,0.534231024946877
ht_only,2169Tb,ENSCAFG00000029682,ENSCAFG00000029682,B,1.06846204989375
ctvt,2169Tb,ENSCAFG00000011082,CAMSAP2,B,39.5330958460689
ht_only,2169Tb,ENSCAFG00000011082,CAMSAP2,B,28.3142443221845
