plot_category,Tumour,GeneID,Symbol,informative_allele,expression
host,3136T,ENSCAFG00000011140,KIF14,B,1.8038788279628
ctvt,3136T,ENSCAFG00000011140,KIF14,A,126.029511509888
ctvt,3136T,ENSCAFG00000011140,KIF14,B,115.947150589097
ht_only,3136T,ENSCAFG00000011151,ZNF281,B,178.961906344041
ctvt,3136T,ENSCAFG00000011151,ZNF281,B,143.673643121273
ctvt,3136T,ENSCAFG00000011176,NR5A2,B,0
ht_only,3136T,ENSCAFG00000042607,ENSCAFG00000042607,B,0
ht_and_ctvt,3136T,ENSCAFG00000011176,NR5A2,B,0
host,3136T,ENSCAFG00000011176,NR5A2,A,1.20258588530853
host,3136T,ENSCAFG00000011176,NR5A2,B,0
ctvt,3136T,ENSCAFG00000011339,LHX9,B,0
ht_only,3136T,ENSCAFG00000011339,LHX9,B,0
host,3136T,ENSCAFG00000032715,C7H1orf53,B,7.21551531185121
ctvt,3136T,ENSCAFG00000032715,C7H1orf53,B,65.5353459851419
ctvt,3136T,ENSCAFG00000032715,C7H1orf53,A,28.9867876472743
ctvt,3136T,ENSCAFG00000011353,DENND1B,A,0
host,3136T,ENSCAFG00000011353,DENND1B,B,10.8232729677768
ctvt,3136T,ENSCAFG00000011353,DENND1B,B,302.890925995431
ht_only,3136T,ENSCAFG00000011353,DENND1B,B,491.515094888564
ctvt,3136T,ENSCAFG00000011365,CRB1,B,0
ctvt,3136T,ENSCAFG00000011365,CRB1,A,0
host,3136T,ENSCAFG00000011365,CRB1,B,0
ht_and_ctvt,3136T,ENSCAFG00000011365,CRB1,A,0
ht_only,3136T,ENSCAFG00000011381,ZBTB41,B,90.7412482871195
ctvt,3136T,ENSCAFG00000011403,ASPM,B,96.7687466636794
ht_only,3136T,ENSCAFG00000011403,ASPM,B,292.388466702941
ctvt,3136T,ENSCAFG00000011403,ASPM,A,121.408429421192
ht_and_ctvt,3136T,ENSCAFG00000011403,ASPM,A,112.5863636155
host,3136T,ENSCAFG00000011403,ASPM,B,4.20905059857987
ht_only,3136T,ENSCAFG00000011416,F13B,B,0
ctvt,3136T,ENSCAFG00000011416,F13B,B,0
ctvt,3136T,ENSCAFG00000029661,CFHR5,B,0
ht_only,3136T,ENSCAFG00000029661,CFHR5,B,0
host,3136T,ENSCAFG00000011429,DYRK3,A,0
ctvt,3136T,ENSCAFG00000011429,DYRK3,B,78.6109078042928
host,3136T,ENSCAFG00000011429,DYRK3,B,0.901939413981401
ht_only,3136T,ENSCAFG00000011429,DYRK3,A,73.0971166757352
ht_and_ctvt,3136T,ENSCAFG00000011429,DYRK3,A,40.3294436831642
ctvt,3136T,ENSCAFG00000011443,IL10,B,94.5221336324161
ctvt,3136T,ENSCAFG00000014787,ENSCAFG00000014787,B,2.52059023019776
ctvt,3136T,ENSCAFG00000011450,IL19,B,0
host,3136T,ENSCAFG00000011450,IL19,A,0
host,3136T,ENSCAFG00000011459,IL20,B,0
ctvt,3136T,ENSCAFG00000011459,IL20,B,0
host,3136T,ENSCAFG00000011466,IL24,B,3.6077576559256
ctvt,3136T,ENSCAFG00000011466,IL24,B,0
host,3136T,ENSCAFG00000011474,FCMR,B,127.474103842705
ctvt,3136T,ENSCAFG00000011474,FCMR,B,5.04118046039553
ctvt,3136T,ENSCAFG00000011474,FCMR,A,0
ht_and_ctvt,3136T,ENSCAFG00000011496,PIGR,A,0
ctvt,3136T,ENSCAFG00000011496,PIGR,B,0
ht_only,3136T,ENSCAFG00000011496,PIGR,A,0
host,3136T,ENSCAFG00000011496,PIGR,B,4.81034354123414
ht_only,3136T,ENSCAFG00000011518,FCAMR,B,0
ctvt,3136T,ENSCAFG00000011518,FCAMR,B,0
ht_and_ctvt,3136T,ENSCAFG00000011518,FCAMR,B,0
host,3136T,ENSCAFG00000011518,FCAMR,A,0
ht_and_ctvt,3136T,ENSCAFG00000011523,C7H1orf116,B,0.997733632786615
host,3136T,ENSCAFG00000011523,C7H1orf116,A,6.61422236919694
ctvt,3136T,ENSCAFG00000011523,C7H1orf116,B,0
ht_only,3136T,ENSCAFG00000011523,C7H1orf116,B,0
host,3136T,ENSCAFG00000011523,C7H1orf116,B,1.20258588530853
ctvt,3136T,ENSCAFG00000011526,YOD1,B,108.385379898504
host,3136T,ENSCAFG00000011550,PFKFB2,B,25.1039803558157
ht_and_ctvt,3136T,ENSCAFG00000011550,PFKFB2,A,17.2240332396847
ctvt,3136T,ENSCAFG00000025093,C4BPB,B,0
ht_and_ctvt,3136T,ENSCAFG00000025093,C4BPB,A,0
host,3136T,ENSCAFG00000025093,C4BPB,B,0.601292942654267
ht_only,3136T,ENSCAFG00000025093,C4BPB,B,0
ctvt,3136T,ENSCAFG00000024748,CD55,B,0
ht_only,3136T,ENSCAFG00000024748,CD55,B,10.0823609207911
ctvt,3136T,ENSCAFG00000024748,CD55,A,0
ht_and_ctvt,3136T,ENSCAFG00000024748,CD55,B,0
host,3136T,ENSCAFG00000024748,CD55,A,12.6271517957396
ht_and_ctvt,3136T,ENSCAFG00000045372,ENSCAFG00000045372,A,0
host,3136T,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ht_and_ctvt,3136T,ENSCAFG00000045372,ENSCAFG00000045372,B,0
host,3136T,ENSCAFG00000045372,ENSCAFG00000045372,A,0
ctvt,3136T,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ht_only,3136T,ENSCAFG00000046356,ENSCAFG00000046356,B,0
ht_and_ctvt,3136T,ENSCAFG00000046356,ENSCAFG00000046356,B,0
host,3136T,ENSCAFG00000046356,ENSCAFG00000046356,A,12.6271517957396
ht_and_ctvt,3136T,ENSCAFG00000046356,ENSCAFG00000046356,A,0
host,3136T,ENSCAFG00000046356,ENSCAFG00000046356,B,9.62068708246827
ctvt,3136T,ENSCAFG00000046356,ENSCAFG00000046356,B,0
ctvt,3136T,ENSCAFG00000011630,ENSCAFG00000011630,B,1.44033727439872
ht_and_ctvt,3136T,ENSCAFG00000011630,ENSCAFG00000011630,B,4.20098371699627
host,3136T,ENSCAFG00000011630,ENSCAFG00000011630,A,0
ht_only,3136T,ENSCAFG00000011630,ENSCAFG00000011630,B,2.52059023019776
ctvt,3136T,ENSCAFG00000014256,ENSCAFG00000014256,B,1.68039348679851
ctvt,3136T,ENSCAFG00000025063,ENSCAFG00000025063,B,253.319318134875
ctvt,3136T,ENSCAFG00000011722,CD34,B,7.56177069059329
host,3136T,ENSCAFG00000011722,CD34,B,37.2801624445646
ctvt,3136T,ENSCAFG00000011756,PLXNA2,B,0
ht_only,3136T,ENSCAFG00000011756,PLXNA2,B,0
ctvt,3136T,ENSCAFG00000011909,CAMK1G,B,0
host,3136T,ENSCAFG00000011909,CAMK1G,B,0
ctvt,3136T,ENSCAFG00000011913,LAMB3,B,0
ctvt,3136T,ENSCAFG00000011913,LAMB3,A,5.04118046039553
host,3136T,ENSCAFG00000011913,LAMB3,B,12.0258588530853
host,3136T,ENSCAFG00000011925,HSD11B1,B,0
ctvt,3136T,ENSCAFG00000011943,TRAF3IP3,B,0
host,3136T,ENSCAFG00000011943,TRAF3IP3,B,15.6336165090109
ctvt,3136T,ENSCAFG00000030526,C7H1orf74,B,103.344199438108
ht_only,3136T,ENSCAFG00000030526,C7H1orf74,A,221.811940257403
ctvt,3136T,ENSCAFG00000011971,IRF6,B,13.8632462660877
host,3136T,ENSCAFG00000011971,IRF6,A,13.2284447383939
ht_only,3136T,ENSCAFG00000011971,IRF6,B,0
ctvt,3136T,ENSCAFG00000011997,UTP25,A,0
host,3136T,ENSCAFG00000011997,UTP25,B,2.40517177061707
ctvt,3136T,ENSCAFG00000011997,UTP25,B,229.373710947997
ht_only,3136T,ENSCAFG00000011997,UTP25,B,234.414891408392
ctvt,3136T,ENSCAFG00000012004,ENSCAFG00000012004,B,123.50892127969
host,3136T,ENSCAFG00000012024,SYT14,A,0
ctvt,3136T,ENSCAFG00000012024,SYT14,B,4.86113830109569
host,3136T,ENSCAFG00000012024,SYT14,B,0
ctvt,3136T,ENSCAFG00000031193,SERTAD4,B,15.1235413811866
ht_only,3136T,ENSCAFG00000031193,SERTAD4,A,7.56177069059329
ht_and_ctvt,3136T,ENSCAFG00000012038,HHAT,B,5.04118046039553
host,3136T,ENSCAFG00000012038,HHAT,A,6.61422236919694
ctvt,3136T,ENSCAFG00000012038,HHAT,B,7.14167231889366
ht_only,3136T,ENSCAFG00000012038,HHAT,B,0
ht_only,3136T,ENSCAFG00000012038,HHAT,A,0
ctvt,3136T,ENSCAFG00000012077,KCNH1,B,5.04118046039553
ht_only,3136T,ENSCAFG00000012077,KCNH1,B,27.7264925321754
host,3136T,ENSCAFG00000012077,KCNH1,A,26.4568894767878
ctvt,3136T,ENSCAFG00000012107,RCOR3,B,140.312856147676
ctvt,3136T,ENSCAFG00000012107,RCOR3,A,0
host,3136T,ENSCAFG00000012120,TRAF5,B,15.6336165090109
ctvt,3136T,ENSCAFG00000012120,TRAF5,B,5.04118046039553
ctvt,3136T,ENSCAFG00000028996,ENSCAFG00000028996,B,0
host,3136T,ENSCAFG00000043821,ENSCAFG00000043821,B,0
ctvt,3136T,ENSCAFG00000043821,ENSCAFG00000043821,B,0
ctvt,3136T,ENSCAFG00000012155,LPGAT1,B,46.6309192586586
ctvt,3136T,ENSCAFG00000012155,LPGAT1,A,0
ht_and_ctvt,3136T,ENSCAFG00000012155,LPGAT1,A,0
ht_only,3136T,ENSCAFG00000012155,LPGAT1,B,0
ctvt,3136T,ENSCAFG00000012176,INTS7,A,181.482496574239
ht_only,3136T,ENSCAFG00000012176,INTS7,B,184.003086804437
ctvt,3136T,ENSCAFG00000012176,INTS7,B,148.714823581668
ht_and_ctvt,3136T,ENSCAFG00000012176,INTS7,A,163.838364962855
host,3136T,ENSCAFG00000012176,INTS7,B,9.01939413981401
ctvt,3136T,ENSCAFG00000012260,DTL,B,225.5928256027
ht_only,3136T,ENSCAFG00000012260,DTL,B,105.864789668306
host,3136T,ENSCAFG00000012296,ENSCAFG00000012296,B,0
ctvt,3136T,ENSCAFG00000012260,DTL,A,395.732666141049
host,3136T,ENSCAFG00000014709,TXNDC16,B,6.41379138831218
ctvt,3136T,ENSCAFG00000014709,TXNDC16,B,25.2059023019776
ctvt,3136T,ENSCAFG00000014721,GPR137C,B,0
ht_only,3136T,ENSCAFG00000014721,GPR137C,B,0
ctvt,3136T,ENSCAFG00000014750,ERO1A,B,495.71607860556
ht_only,3136T,ENSCAFG00000014750,ERO1A,B,778.862381131109
ht_and_ctvt,3136T,ENSCAFG00000014750,ERO1A,A,215.510464681909
ctvt,3136T,ENSCAFG00000046488,SMURF2,B,36.5485583378676
ht_and_ctvt,3136T,ENSCAFG00000003978,PGR,A,0
ctvt,3136T,ENSCAFG00000003978,PGR,B,0
ctvt,3136T,ENSCAFG00000003991,ARHGAP42,B,120.988331049493
ctvt,3136T,ENSCAFG00000047045,ENSCAFG00000047045,B,0
ctvt,3136T,ENSCAFG00000004018,CNTN5,B,2.52059023019776
ctvt,3136T,ENSCAFG00000024867,TRIM22,B,0
ht_only,3136T,ENSCAFG00000024867,TRIM22,B,0
ht_only,3136T,ENSCAFG00000029611,OR52H9,B,0
ht_only,3136T,ENSCAFG00000041265,OR52H7,B,0
ctvt,3136T,ENSCAFG00000041265,OR52H7,B,0
ctvt,3136T,ENSCAFG00000006276,OR52D3,B,0
host,3136T,ENSCAFG00000006276,OR52D3,B,1.20258588530853
ht_only,3136T,ENSCAFG00000006276,OR52D3,B,0
ctvt,3136T,ENSCAFG00000043331,OR52U1,B,0
ctvt,3136T,ENSCAFG00000010238,ADCY2,B,5.04118046039553
ctvt,3137T,ENSCAFG00000000267,TNFAIP3,B,29.8915634280616
host,3137T,ENSCAFG00000000267,TNFAIP3,A,104.195483388053
ctvt,3137T,ENSCAFG00000030892,PERP,B,0
host,3137T,ENSCAFG00000030892,PERP,A,0.689123567381306
host,3137T,ENSCAFG00000030892,PERP,B,1.47013027708012
host,3137T,ENSCAFG00000000272,ARFGEF3,A,3.41805289421128
ctvt,3137T,ENSCAFG00000000272,ARFGEF3,B,25.0905778572914
host,3137T,ENSCAFG00000000272,ARFGEF3,B,6.89123567381306
host,3137T,ENSCAFG00000000274,HEBP2,A,2.4808448425727
host,3137T,ENSCAFG00000000274,HEBP2,B,5.51298853905044
ctvt,3137T,ENSCAFG00000000274,HEBP2,B,135.103111539262
host,3137T,ENSCAFG00000000275,NHSL1,B,5.29246899748843
ctvt,3137T,ENSCAFG00000000275,NHSL1,B,119.059617043974
host,3137T,ENSCAFG00000000275,NHSL1,A,6.13319974969362
ctvt,3137T,ENSCAFG00000000277,CCDC28A,B,67.5515557696308
host,3137T,ENSCAFG00000000277,CCDC28A,A,15.4363679093412
host,3137T,ENSCAFG00000046446,ECT2L,B,0
ctvt,3137T,ENSCAFG00000046446,ECT2L,A,0
host,3137T,ENSCAFG00000046446,ECT2L,A,0.551298853905044
ctvt,3137T,ENSCAFG00000046446,ECT2L,B,10.1327333654446
host,3137T,ENSCAFG00000000281,ABRACL,A,0
ctvt,3137T,ENSCAFG00000000281,ABRACL,A,33.7757778848154
host,3137T,ENSCAFG00000000281,ABRACL,B,3.85909197733531
host,3137T,ENSCAFG00000000282,HECA,A,79.3870349623264
host,3137T,ENSCAFG00000000282,HECA,B,69.4636555920356
host,3137T,ENSCAFG00000000283,TXLNB,B,4.41039083124036
ctvt,3137T,ENSCAFG00000000283,TXLNB,B,3.37757778848154
host,3137T,ENSCAFG00000000283,TXLNB,A,6.06428739295549
ctvt,3137T,ENSCAFG00000000285,CITED2,B,298.915634280616
host,3137T,ENSCAFG00000000285,CITED2,A,62.5724199182226
ctvt,3137T,ENSCAFG00000044240,ENSCAFG00000044240,B,0
host,3137T,ENSCAFG00000044240,ENSCAFG00000044240,A,0
ctvt,3137T,ENSCAFG00000010274,CHI3L1,B,0
host,3137T,ENSCAFG00000010274,CHI3L1,B,52.9246899748843
ctvt,3137T,ENSCAFG00000010288,MYBPH,B,0
host,3137T,ENSCAFG00000010288,MYBPH,B,1.10259770781009
host,3137T,ENSCAFG00000010288,MYBPH,A,0
ctvt,3137T,ENSCAFG00000010298,ADORA1,B,0
ctvt,3137T,ENSCAFG00000010321,PPFIA4,B,41.093863093192
host,3137T,ENSCAFG00000010321,PPFIA4,B,3.30779312343027
ctvt,3137T,ENSCAFG00000010330,TMEM183A,B,354.082738159148
ctvt,3137T,ENSCAFG00000010333,ENSCAFG00000010333,B,4.22197223560192
ctvt,3137T,ENSCAFG00000010350,CYB5R1,B,0
ctvt,3137T,ENSCAFG00000010368,ADIPOR1,B,91.7575299204151
ctvt,3137T,ENSCAFG00000030897,RABIF,B,194.421821449469
host,3137T,ENSCAFG00000030897,RABIF,A,53.4759888287893
ctvt,3137T,ENSCAFG00000010412,ENSCAFG00000010412,B,84.7209095277452
host,3137T,ENSCAFG00000010412,ENSCAFG00000010412,A,2.20519541562018
ctvt,3137T,ENSCAFG00000030988,ENSCAFG00000030988,B,0
ctvt,3137T,ENSCAFG00000010452,KDM5B,B,176.309560558736
host,3137T,ENSCAFG00000010452,KDM5B,A,1.10259770781009
ctvt,3137T,ENSCAFG00000044241,SYT2,B,13.5103111539262
host,3137T,ENSCAFG00000044241,SYT2,A,0
ctvt,3137T,ENSCAFG00000010497,PPP1R12B,A,0
ctvt,3137T,ENSCAFG00000010497,PPP1R12B,B,49.5378075643959
host,3137T,ENSCAFG00000010497,PPP1R12B,A,15.298543195865
ctvt,3137T,ENSCAFG00000010521,LGR6,B,0.211098611780096
host,3137T,ENSCAFG00000010521,LGR6,A,0.275649426952522
ctvt,3137T,ENSCAFG00000010521,LGR6,A,1.26659167068058
host,3137T,ENSCAFG00000010521,LGR6,B,0.183766284635015
ctvt,3137T,ENSCAFG00000010570,ENSCAFG00000010570,B,5.6292963141359
ctvt,3137T,ENSCAFG00000010570,ENSCAFG00000010570,A,3.65904260418833
host,3137T,ENSCAFG00000010570,ENSCAFG00000010570,A,0
host,3137T,ENSCAFG00000010570,ENSCAFG00000010570,B,0.918831423175074
ctvt,3137T,ENSCAFG00000010591,PTPN7,B,705.913757792641
host,3137T,ENSCAFG00000010591,PTPN7,A,2.75649426952522
host,3137T,ENSCAFG00000010591,PTPN7,B,16.5389656171513
ctvt,3137T,ENSCAFG00000025108,GPR37L1,B,0
ctvt,3137T,ENSCAFG00000010602,ELF3,B,84.3456231068029
host,3137T,ENSCAFG00000010602,ELF3,A,0.551298853905044
host,3137T,ENSCAFG00000010602,ELF3,B,1.10259770781009
ctvt,3137T,ENSCAFG00000010545,RNPEP,B,224.608922934022
ctvt,3137T,ENSCAFG00000010545,RNPEP,A,200.965878414651
host,3137T,ENSCAFG00000010545,RNPEP,B,52.3733911209792
ctvt,3137T,ENSCAFG00000010612,TIMM17A,B,168.878889424077
host,3137T,ENSCAFG00000010612,TIMM17A,A,22.0519541562018
ctvt,3137T,ENSCAFG00000043167,ENSCAFG00000043167,A,0
ctvt,3137T,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,3137T,ENSCAFG00000010649,IPO9,B,253.318334136115
host,3137T,ENSCAFG00000010649,IPO9,B,51.8220922670742
ctvt,3137T,ENSCAFG00000010744,NAV1,B,89.9280086183209
ctvt,3137T,ENSCAFG00000010744,NAV1,A,146.080239351827
host,3137T,ENSCAFG00000010744,NAV1,B,91.5156097482374
host,3137T,ENSCAFG00000048323,ENSCAFG00000048323,B,0
ctvt,3137T,ENSCAFG00000029227,CSRP1,B,0
host,3137T,ENSCAFG00000029227,CSRP1,B,0
host,3137T,ENSCAFG00000029227,CSRP1,A,356.139059622659
ctvt,3137T,ENSCAFG00000010798,TNNT2,B,0
host,3137T,ENSCAFG00000010798,TNNT2,B,0
host,3137T,ENSCAFG00000010798,TNNT2,A,0
ctvt,3137T,ENSCAFG00000030784,LAD1,B,0
host,3137T,ENSCAFG00000010784,TNNI1,B,0
ctvt,3137T,ENSCAFG00000010784,TNNI1,B,0
ctvt,3137T,ENSCAFG00000032578,ENSCAFG00000032578,B,0
ctvt,3137T,ENSCAFG00000032627,ENSCAFG00000032627,B,0
host,3137T,ENSCAFG00000010884,CACNA1S,B,0
ctvt,3137T,ENSCAFG00000010884,CACNA1S,B,0.375286420942393
host,3137T,ENSCAFG00000010884,CACNA1S,A,0
ctvt,3137T,ENSCAFG00000010884,CACNA1S,A,0
host,3137T,ENSCAFG00000024839,KIF21B,B,20.3980575944866
ctvt,3137T,ENSCAFG00000024839,KIF21B,B,45.4096569340296
ctvt,3137T,ENSCAFG00000024839,KIF21B,A,46.8638918151813
ctvt,3137T,ENSCAFG00000029682,ENSCAFG00000029682,A,0
host,3137T,ENSCAFG00000029682,ENSCAFG00000029682,B,0
ctvt,3137T,ENSCAFG00000011082,CAMSAP2,B,97.386826234551
host,3137T,ENSCAFG00000011120,DDX59,B,2.31545518640119
ctvt,3137T,ENSCAFG00000011120,DDX59,B,57.4188224041861
ctvt,3137T,ENSCAFG00000011140,KIF14,B,170.567678318318
host,3137T,ENSCAFG00000011140,KIF14,B,5.51298853905044
ctvt,3137T,ENSCAFG00000011151,ZNF281,B,315.803523223024
ctvt,3137T,ENSCAFG00000011176,NR5A2,B,0
host,3137T,ENSCAFG00000042607,ENSCAFG00000042607,B,0
host,3137T,ENSCAFG00000011176,NR5A2,A,5.51298853905044
host,3137T,ENSCAFG00000011176,NR5A2,B,0
ctvt,3137T,ENSCAFG00000032715,C7H1orf53,B,33.7757778848154
host,3137T,ENSCAFG00000011342,ENSCAFG00000011342,B,0
ctvt,3137T,ENSCAFG00000011353,DENND1B,A,0
host,3137T,ENSCAFG00000011353,DENND1B,A,0
ctvt,3137T,ENSCAFG00000011353,DENND1B,B,141.858267116225
ctvt,3137T,ENSCAFG00000011365,CRB1,B,0.112585926282718
host,3137T,ENSCAFG00000011365,CRB1,B,0
host,3137T,ENSCAFG00000011365,CRB1,A,0
ctvt,3137T,ENSCAFG00000011403,ASPM,B,95.8003881823854
host,3137T,ENSCAFG00000011403,ASPM,B,33.3535806612552
host,3137T,ENSCAFG00000011403,ASPM,A,51.0870271285341
ctvt,3137T,ENSCAFG00000011416,F13B,B,0
host,3137T,ENSCAFG00000011416,F13B,A,0
ctvt,3137T,ENSCAFG00000029661,CFHR5,B,0
host,3137T,ENSCAFG00000011429,DYRK3,A,20.1224081675341
ctvt,3137T,ENSCAFG00000011429,DYRK3,B,69.6625418874317
ctvt,3137T,ENSCAFG00000011429,DYRK3,A,45.0343705130872
ctvt,3137T,ENSCAFG00000011443,IL10,B,34.6201723319358
ctvt,3137T,ENSCAFG00000011443,IL10,A,18.5766778366485
ctvt,3137T,ENSCAFG00000014787,ENSCAFG00000014787,B,0.56292963141359
ctvt,3137T,ENSCAFG00000011450,IL19,B,0
host,3137T,ENSCAFG00000011450,IL19,A,0
ctvt,3137T,ENSCAFG00000011459,IL20,B,0
host,3137T,ENSCAFG00000011459,IL20,B,0
host,3137T,ENSCAFG00000011466,IL24,B,3.30779312343027
ctvt,3137T,ENSCAFG00000011466,IL24,B,0
ctvt,3137T,ENSCAFG00000011474,FCMR,B,0
ctvt,3137T,ENSCAFG00000011474,FCMR,A,0
host,3137T,ENSCAFG00000011474,FCMR,B,349.523473375798
host,3137T,ENSCAFG00000011496,PIGR,B,1.10259770781009
ctvt,3137T,ENSCAFG00000011496,PIGR,B,0
host,3137T,ENSCAFG00000011496,PIGR,A,5.23733911209792
ctvt,3137T,ENSCAFG00000011518,FCAMR,B,0
host,3137T,ENSCAFG00000011518,FCAMR,B,0.441039083124036
host,3137T,ENSCAFG00000011518,FCAMR,A,0
host,3137T,ENSCAFG00000011523,C7H1orf116,A,0.551298853905044
ctvt,3137T,ENSCAFG00000011523,C7H1orf116,B,8.86614169476404
host,3137T,ENSCAFG00000011523,C7H1orf116,B,0
ctvt,3137T,ENSCAFG00000011526,YOD1,B,116.526433702613
host,3137T,ENSCAFG00000011550,PFKFB2,B,12.128574785911
ctvt,3137T,ENSCAFG00000025093,C4BPB,B,0.56292963141359
host,3137T,ENSCAFG00000025093,C4BPB,B,1.10259770781009
ctvt,3137T,ENSCAFG00000024748,CD55,B,0
host,3137T,ENSCAFG00000024748,CD55,A,3.22903614430097
ctvt,3137T,ENSCAFG00000024748,CD55,A,0
host,3137T,ENSCAFG00000024748,CD55,B,5.16216199565633
host,3137T,ENSCAFG00000045372,ENSCAFG00000045372,A,0
host,3137T,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ctvt,3137T,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ctvt,3137T,ENSCAFG00000046356,ENSCAFG00000046356,B,0
host,3137T,ENSCAFG00000046356,ENSCAFG00000046356,A,47.9630002897389
host,3137T,ENSCAFG00000046356,ENSCAFG00000046356,B,38.5909197733531
ctvt,3137T,ENSCAFG00000011630,ENSCAFG00000011630,B,5.32618035875935
ctvt,3137T,ENSCAFG00000011630,ENSCAFG00000011630,A,0
host,3137T,ENSCAFG00000011630,ENSCAFG00000011630,A,27.9324752645223
host,3137T,ENSCAFG00000011630,ENSCAFG00000011630,B,8.82078166248071
ctvt,3137T,ENSCAFG00000014256,ENSCAFG00000014256,B,0.844394447120384
host,3137T,ENSCAFG00000014256,ENSCAFG00000014256,B,3.30779312343027
ctvt,3137T,ENSCAFG00000025063,ENSCAFG00000025063,B,276.961378655486
ctvt,3137T,ENSCAFG00000011722,CD34,B,0.675515557696308
host,3137T,ENSCAFG00000011722,CD34,A,45.2065060202137
ctvt,3137T,ENSCAFG00000011756,PLXNA2,B,0
host,3137T,ENSCAFG00000011756,PLXNA2,A,6.96014803055119
host,3137T,ENSCAFG00000011756,PLXNA2,B,5.88052110832047
ctvt,3137T,ENSCAFG00000011909,CAMK1G,B,1.12585926282718
ctvt,3137T,ENSCAFG00000011909,CAMK1G,A,1.68878889424077
ctvt,3137T,ENSCAFG00000011913,LAMB3,A,0.48251111264022
ctvt,3137T,ENSCAFG00000011913,LAMB3,B,1.87643210471197
ctvt,3137T,ENSCAFG00000030095,G0S2,B,5.06636668272231
host,3137T,ENSCAFG00000030095,G0S2,A,1.65389656171513
host,3137T,ENSCAFG00000011943,TRAF3IP3,B,46.3091037280237
ctvt,3137T,ENSCAFG00000030526,C7H1orf74,B,101.327333654446
host,3137T,ENSCAFG00000030526,C7H1orf74,B,20.9493564483917
host,3137T,ENSCAFG00000011971,IRF6,B,0.735065138540059
ctvt,3137T,ENSCAFG00000011971,IRF6,B,10.1327333654446
ctvt,3137T,ENSCAFG00000011997,UTP25,A,0
ctvt,3137T,ENSCAFG00000011997,UTP25,B,150.724408810989
host,3137T,ENSCAFG00000011997,UTP25,B,8.82078166248071
host,3137T,ENSCAFG00000011997,UTP25,A,39.6935174811632
ctvt,3137T,ENSCAFG00000012004,ENSCAFG00000012004,B,72.0549928209395
host,3137T,ENSCAFG00000012004,ENSCAFG00000012004,A,0
ctvt,3137T,ENSCAFG00000012024,SYT14,B,77.6842891350754
ctvt,3137T,ENSCAFG00000012024,SYT14,A,0.844394447120384
host,3137T,ENSCAFG00000012024,SYT14,B,0
host,3137T,ENSCAFG00000012024,SYT14,A,76.0792418388961
ctvt,3137T,ENSCAFG00000031193,SERTAD4,B,6.19222594554949
host,3137T,ENSCAFG00000031193,SERTAD4,A,2.75649426952522
host,3137T,ENSCAFG00000012038,HHAT,A,1.37824713476261
ctvt,3137T,ENSCAFG00000012038,HHAT,B,15.7057367164392
host,3137T,ENSCAFG00000012038,HHAT,B,1.10259770781009
ctvt,3137T,ENSCAFG00000012077,KCNH1,B,12.384451891099
host,3137T,ENSCAFG00000012077,KCNH1,A,3.85909197733531
ctvt,3137T,ENSCAFG00000012077,KCNH1,A,40.5309334617785
host,3137T,ENSCAFG00000012077,KCNH1,B,3.85909197733531
ctvt,3137T,ENSCAFG00000012107,RCOR3,B,120.466941122508
ctvt,3137T,ENSCAFG00000012107,RCOR3,A,10.1327333654446
ctvt,3137T,ENSCAFG00000028996,ENSCAFG00000028996,B,0
host,3137T,ENSCAFG00000028996,ENSCAFG00000028996,A,4.9616896851454
ctvt,3137T,ENSCAFG00000012155,LPGAT1,B,47.2860890387415
host,3137T,ENSCAFG00000012155,LPGAT1,A,5.51298853905044
ctvt,3137T,ENSCAFG00000012155,LPGAT1,A,0
ctvt,3137T,ENSCAFG00000012176,INTS7,A,110.61567257277
host,3137T,ENSCAFG00000012176,INTS7,B,12.128574785911
ctvt,3137T,ENSCAFG00000012176,INTS7,B,126.659167068058
ctvt,3137T,ENSCAFG00000012260,DTL,B,119.904011491095
host,3137T,ENSCAFG00000012260,DTL,B,4.41039083124036
host,3137T,ENSCAFG00000014709,TXNDC16,A,8.82078166248071
ctvt,3137T,ENSCAFG00000014709,TXNDC16,B,20.2654667308892
host,3137T,ENSCAFG00000014709,TXNDC16,B,13.2311724937211
ctvt,3137T,ENSCAFG00000014721,GPR137C,B,0.56292963141359
ctvt,3137T,ENSCAFG00000014750,ERO1A,B,271.613547157057
host,3137T,ENSCAFG00000014750,ERO1A,A,28.9431898300148
host,3137T,ENSCAFG00000014750,ERO1A,B,22.0519541562018
ctvt,3137T,ENSCAFG00000046488,SMURF2,B,69.8032742952851
ctvt,3137T,ENSCAFG00000003978,PGR,B,0
ctvt,3137T,ENSCAFG00000003991,ARHGAP42,B,173.945256106799
ctvt,3137T,ENSCAFG00000004018,CNTN5,B,0.844394447120384
ctvt,3137T,ENSCAFG00000024867,TRIM22,B,20.546931546596
host,3137T,ENSCAFG00000024867,TRIM22,A,57.0594313791721
host,3137T,ENSCAFG00000024867,TRIM22,B,76.0792418388961
host,3137T,ENSCAFG00000029611,OR52H9,B,7.35065138540059
ctvt,3137T,ENSCAFG00000041265,OR52H7,B,0
ctvt,3137T,ENSCAFG00000006276,OR52D3,B,0
